,position,company_name,rating,location,date_listed,salary
256,Digital Analyst con Adobe Analytics,Empléate con Talento,,,Hace más de 30 días,
257,Technical Analyst - Renewable Energy – Madrid,The Green Recruitment Company,,,hace 24 días,
258,ITS Business Analyst Laboratory,Sanofi,"4,1",,Hace más de 30 días,
259,Business Intelligence Analyst,Iwantic,"3,0",,Hace más de 30 días,
260,QA ENGINEER,Growth Acceleration Partners,,,hace 5 días,
261,Clinical Lead I,Premier Research Group Limited,,,hace 5 días,
262,"NERA Research Officer - Energy, Environment, Communications...","Marsh & McLennan Companies, Inc.","3,7",,Hace más de 30 días,
263,Digital analyst / traffic manager,Social You,,,Hace más de 30 días,
264,Senior Google Analytics Specialist,Cimpress/Vistaprint,,,hace 26 días,
265,Business analyst - SAP,Huxley,,,hace 27 días,
266,PaaS Platform Technical Lead,Santander,"3,6",,hace 18 días,
267,Senior Data Visualisation Consultant,Lavola,"3,5",,Hace más de 30 días,
268,Mobile Technical Lead,Santander,"3,6",,hace 18 días,
269,Revenue Manager,eDreams ODIGEO,"3,6",,Hace más de 30 días,
270,Business Systems Analyst - Distribution,CooperVision,,,hace 27 días,
271,Digital Analyst / Analista Web,The Cocktail,,,Hace más de 30 días,
272,"Technical Analyst, Professional Services","Medallia, Inc.",,,Hace más de 30 días,
273,"Project Manager, Professional Services","Medallia, Inc.",,,Hace más de 30 días,
274,DATA ANALYST/DATA ENGINEER - ALTERYX/TABLEAU,MRP Global,,,Hace más de 30 días,
275,Software Engineer,Up Recruitment,,,hace 12 días,
276,Senior Forensic Investigator / Analyst - SGT,Santander,"3,6",,hace 24 días,
277,IT Procurement Analyst,ISG Personalmanagement GmbH,,,Hace más de 30 días,
278,Business Analytics Analyst,G2 Talentum RRHH,,,Hace más de 30 días,
279,MARKETING & DATA ANALYST,Talent Play,,,Hace más de 30 días,
280,Laboratory Project Management,Sanofi,"4,1",,Hace más de 30 días,
281,Java Developer (junior),Allianz,"3,9",,Hace más de 30 días,
282,Data Scientist,Catenon,,,Hace más de 30 días,
283,Senior Operational Manager / Global Forensic Investigations...,Santander,"3,6",,hace 6 días,
284,Dutch speaker for data analyst,Page Personnel España,"2,6",,Hace más de 30 días,
285,Senior Data Analyst (Customer Service Team),Holaluz,,,Hace más de 30 días,
286,SAP FICO - HUB Senior Business Analyst,Zurich,"3,6",,Hace más de 30 días,
287,SAP FICO - HUB Senior Business Analyst,Zurich Insurance Group,"3,8",,Hace más de 30 días,
288,Analyst Programmer,Smartive,,,Hace más de 30 días,
289,Data Engineer m/w/d,Typeform,,,Hace más de 30 días,
290,Senior Project Manager (Remote),Veeva Systems,,,Hace más de 30 días,
291,Mobile App Developer (Xamarin Engineer),Sage,"3,5","Barcelona, Barcelona provincia",Hace más de 30 días,
292,WordPress Developer,netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,
293,Junior Data Analyst,Mifarma Farmacia Online,,"Albacete, Albacete provincia",hace 16 días,
294,Back-end Web Developer,Netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,36.000€ - 52.000€ al año
295,Mobile App Developer (Xamarin Engineer),Sage,"3,5","Barcelona, Barcelona provincia",Hace más de 30 días,
296,Junior Data Analyst,Mifarma Farmacia Online,,"Albacete, Albacete provincia",hace 16 días,
297,Project Manager - Business Data Analyst | Stage,Gracia Media Web,,,Hace más de 30 días,
298,ITS Analyst Manufacturing Execution System,Sanofi,"4,1",,Hace más de 30 días,
299,Business Intelligence Analyst,Wallapop,,,Hace más de 30 días,
300,BECA MATEMÁTICAS / ESTADÍSTICA,Talent Play,,,Hace más de 30 días,800€ al mes
301,Technical Business Analyst,Walters People,"3,1",,Hace más de 30 días,
302,Account Health Support Specialist - English/German,"Amazon Spain Services, S.L.","3,6",,Hace más de 30 días,
303,Cloud Platform System Engineer -SGT,Santander,"3,6",,hace 12 días,
304,Senior Business Analyst,TMF Group,,,Hace más de 30 días,
305,RPA Developer,Tech Data Corporation,"3,6",,Hace más de 30 días,
306,Business Analyst,BestSecret,,,Hace más de 30 días,
307,"SAP Senior Consultant (FICO, PP, and SD)",AKTIOS,,,Hace más de 30 días,
308,Cloud Engineer,Santander,"3,6",,Hace más de 30 días,
309,Site Reliability Engineer,SCRM,,,Hace más de 30 días,
310,Sales Strategy & Operations Manager,AWS EMEA SARL (Spain Branch),"3,6",,Hace más de 30 días,
311,Deputy Country Manager - Digital Growth,Ria Financial,"3,6",,Hace más de 30 días,
312,Procure to Pay Analyst- International Company,Michael Page España,,,Hace más de 30 días,
313,Senior Digital Analyst_Sector Energía,Michael Page España,,,Hace más de 30 días,
314,Accounts Payable Analyst - Dutch Speaker,Tech Data Corporation,"3,6",,Hace más de 30 días,
315,"Senior IT Procurement Analyst (m,f,x)",ISG Personalmanagement GmbH,,,Hace más de 30 días,
316,Front end Technical Lead,Santander,"3,6",,hace 19 días,
317,Cloud PaaS Architect,Santander,"3,6",,hace 4 días,
318,"Front-End Business Analyst (Wealth, Robo)",Santander,"3,6",,Hace más de 30 días,
319,Functional Consultant - Microsoft Dynamics 365 CRM,Ekkiden,,,Hace más de 30 días,
320,BUSINESS ANALYST EN I+D,Talent Play,,,Hace más de 30 días,
321,"Front-End Business Analyst (Onboarding, Deposits, Cards & Pa...",Santander,"3,6",,Hace más de 30 días,
322,IT Sr. Product Group Manager - Workforce Customer Care,Nestle,"4,1",,Hace más de 30 días,
323,.Net Developer,Norconsulting,,,hace 13 días,
324,Master in Sport Technologies and Digital Transformation,Real Madrid Graduate School - Universidad Europea,,,Hace más de 30 días,
325,Senior Software Engineer,OMP,,,Hace más de 30 días,
326,Senior ABAP Developer,AKTIOS,,,Hace más de 30 días,
327,"Front-End Business Analyst (Loans & Mortgages, Insurance)",Santander,"3,6",,Hace más de 30 días,
328,"Senior ABAP Developer (FICO, PP and SD)",AKTIOS,,,Hace más de 30 días,
329,Core Banking Migration Business Analyst (Openbank),Santander,"3,6",,Hace más de 30 días,
330,Reliability Maintenance Engineering Planner,"AMZN Spain Fulfillment, S.L.U.","3,6",,Hace más de 30 días,
331,Salesforce Associate Product Manager,Copado,,,Hace más de 30 días,
332,Consultor Informatica Data Quality,Aderen,,,Hace más de 30 días,
333,SAP Functional Analyst (MM/SD/WM),Airbus,"4,2",,Hace más de 30 días,
334,Cyber Security Analyst,Twilio,,,Hace más de 30 días,
335,PLC Automation engineer (Rockwell),Idneo,,,Hace más de 30 días,
336,SOC MANAGER (CIBERSECURITY),Michael Page España,,,Hace más de 30 días,
337,Senior .NET Developer,Hays,"3,6",,hace 4 días,
338,"Technical Manager, Professional Services","Medallia, Inc.",,,Hace más de 30 días,
339,IS/IT Technology Expert - Identity and Access Management,Nestle,"4,1",,Hace más de 30 días,
340,Insight Analyst,Ryanair,"3,3",,Hace más de 30 días,
341,Azure Solution Designer,Cognizant,"3,9",,Hace más de 30 días,
342,French Account Payable Processor Analyst,Wodker Associates,,,Hace más de 30 días,
343,Business Process Automation Developer,TechData,"3,6",,Hace más de 30 días,
344,Vendor Specialist (French Speaking),Colt Technology Services,"4,0",,Hace más de 30 días,
345,SAP Functional Analyst,Airbus,"4,2",,Hace más de 30 días,
346,Paid Media & Web Analyst Account Manager,DSD Planning Center,,"Madrid, Madrid provincia",hace 13 días,26.000€ - 30.000€ al año
347,WordPress Developer,netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,
348,Information Technology – Business Analyst Internship (M/F),Procter & Gamble,"4,2","Madrid, Madrid provincia",hace 2 días,
349,Back-end Web Developer,Netzstrategen,,"Barcelona, Barcelona provincia",Hace más de 30 días,36.000€ - 52.000€ al año
